#ATTRS
旨い a 2
美味しい b 0
豊か c 1
無い d 2
速い e 0
良い f 2
高い g 0
嬉しい h 2
強い i 1
少ない j 0
安い k 1
面白い l 2
多い m 0
長い n 0
欲しい o 2
難しい p 2
薄い q 0
ありがたい r 2

#INFOATTRS
21 4065 * * c:焼酎です。-風味豊かで、;f * * * * * * * * * * * * * * * 1
22 4072 * * * d:星４つなのは、-ないの;f,価格面と、-ないの;f,自分では-ないの;f * * * * * * * * * * * * * * 1
23 4116 * * * d:酒店にも-ないんや〜」と;f * * * * * * * * * * * * * * 1
24 4132 * * * d:大定番です。-ない;f,贈り物としても-ない;f * * * * * * * * * * * * * * 1
25 4290 * * * d:数が-ないから;f * * * * * * * * * * * * * * 1
26 4299 * * * d:購入しました、-ないので;f,自分用では-ないので;f * f:プレゼントして-よかったです。;f * * * * * * * * * * * * 1
27 4326 * * * d:孤独を-ないでしょう。;f,購入することは-ないでしょう。;f * * * * * * k:味が-安っぽくなりました。ずーと;f * * * * * * * 0
28 4086 * * * * e:麦は-早い;f,一番減りが-早い;f * * * * * * * * * * * * * 1
29 4307 * * * * e:お店は-早いし、;f,発送も-早いし、;f * g:値段が-高い。;n * * * * * * * * * * * 1
30 4089 * * * * * f:梱包も-良かったです。;f * * * * * * * * * * * * 1
31 4092 * * * * * f:お願いしたのですが、-良かったです。;f,対応してくれて-良かったです。;f * * * * * * * * * * * * 1
32 4138 * * * * * f:対応していただけて、-良かったです。;f,手配も-良かったです。;f * * * * * * * * * * * * 1
33 4139 * * * * * f:箱が-いいから;f * * * * * * * * * * * * 1
34 4142 * * * * * f:プレゼントして-良かったです。;f * * * * * * * * * * * * 1
35 4156 * * * * * f:購入。-評判よかったです。;f * * * * * * * * * * * * 1
36 4167 * * * * * f:お値段で-良かったです;f * * * * * * * * * * * * 1
37 4170 * * * * * f:何が-良いかを;f * * * * * * * * * * * * 1
38 4176 * * * * * f:商品なので、-よかったです。;f,購入できて-よかったです。;f g:度数も-高く、;f,焼酎より-高く、;f * * * * * * * * * * * 1
39 4180 * * * * * f:利用させていただきました。-よかったです。;f,ショップでも-よかったです。;f,孤独は-よかったです。;f,品薄状態だったので、-よかったです。;f * * * * * * * * * * * * 1
40 4196 * * * * * f:購入出来たので-よかったです。;f * * * * * * * * * * * * 1
41 4208 * * * * * f:孤独」が-良いと;f * * * * * * * * * * * * 1
42 4217 * * * * * f:箱も-良いと;f * * * * k:できず・・・。-安かったです。;f,ショップよりも-安かったです。;f * * * * * * * 1
43 4221 * * * * * f:本人使用です。-良かったです。;f * * * * * * * * * * * * 1
44 4226 * * * * * f:対応していただき-良い;f,気持ちの-良い;f * * * * * * * * * * * * 1
45 4227 * * * * * f:お父さんに-良い、;f,誕生日プレゼント★香りが-良い、;p * * * * * * * * * * * * 1
46 4237 * * * * * f:麦なのに-いい;f,４０度ロックが-いい;f,最高ですが-いい;f,ストレートも-いい;f * * * * * * * * * * * * 1
47 4248 * * * * * f:購入出来て-よかったです。;f * * * * * * * * * * * * 1
48 4253 * * * * * f:毎回喜んでもらえ-良い;f * * * * * * * * * * * * 1
49 4257 * * * * * f:様で-良かった。;f g:晩酌用に-高いからと;f,購入するには-高いからと;f * * * * * * * * * * * 1
50 4321 * * * * * f:還暦祝いに。-よかったです。;f,年末近かったけど-よかったです。;f,対応で-よかったです。;f * * * * * * * * * * * * 0
51 4322 * * * * * f:はずが、-良い。;f,手配は-良い。;f * * * * * * * * * * * * 0
52 4079 * * * * * * g:大変喜ばれました。-高くて;f,方が-高くて;f * * * * * * * * * * * 1
53 4206 * * * * * * g:至宝。-高いが;f * * * * * * * * * * * 1
54 4246 * * * * * * g:お値段の-高い;n * * * * * * * * * * * 1
55 4249 * * * * * * g:父の日用。-高くて;f,普段は-高くて;f * * * k:ココは-安いと;f * * * * * * * 1
56 4266 * * * * * * g:度数は-高いけど;f * * * * * * * * * * * 1
57 4284 * * * * * * g:値段が-高い;n * i:人気がありませんでした。-強いからかな？;f,度数が-強いからかな？;f * * * * * * * * * 1
58 4320 * * * * * * g:値段が-高いかなと;n * * * * * * * * * * * 0
59 4088 * * * * * * * h:配送していただけるのは-嬉しいです;f * * * * * * * * * * 1
60 4274 * * * * * * * h:利用しましたが、-うれしいです。;f,孤独を-うれしいです。;f,お値段で-うれしいです。;f,購入できるのは-うれしいです。;f * * * * * * * * * * 1
61 4306 * * * * * * * h:焼酎が-うれしいです。;f * * * * * * * * * * 1
62 4312 * * * * * * * h:購入出来た-うれしい;f * * * * * * * * * * 1
63 4094 * * * * * * * * i:度数が-強いので;f * * * * * * * * * 1
64 4106 * * * * * * * * * j:量が-少ないですが、;f * * * * * * * * 1
65 4124 * * * * * * * * * * k:商品も-安くて、;f,送料も-安くて、;f * * * * * * * 1
66 4128 * * * * * * * * * * k:こちらが-１番安かったです;f * * * * * * * 1
67 4137 * * * * * * * * * * k:クリスマスプレゼントです。-一番安かったです。;f,今回は-一番安かったです。;f,こちらが-一番安かったです。;f * * * * * * * 1
68 4188 * * * * * * * * * * k:商品で-安いと;f,価格なら-安いと;n * * * * * * * 1
69 4235 * * * * * * * * * * k:値段の-安さに;f * * * * * * * 1
70 4263 * * * * * * * * * * k:送料合わせても、-安いそうでした。;f,ところより-安いそうでした。;f * * * * * * * 1
71 4277 * * * * * * * * * * k:注文しました。-安さと;f * * * * * * * 1
72 4283 * * * * * * * * * * k:お値段も-安く、;f,通常より-安く、;f * * * * * * * 1
73 4298 * * * * * * * * * * k:shopかなり-安いですので;f * * * * * * * 1
74 4311 * * * * * * * * * * k:価格は-安いですね。;n,絶対-安いですね。;f * * * * * * * 1
75 4315 * * * * * * * * * * k:購入してます。-安いです。;f,酒屋より-安いです。;f * * * * * * * 1
76 4134 * * * * * * * * * * * l:納得する-面白い;f * * * * * * 1
77 4158 * * * * * * * * * * * * m:ところが-多いので;f * * * * * 1
78 4171 * * * * * * * * * * * * * n:サプライズプレゼント！！-長い;f * * * * 1
79 4197 * * * * * * * * * * * * * * o:当然ですね。でも-ほしいです。;f * * * 1
80 4218 * * * * * * * * * * * * * * * p:入手も-難しいという;f * * 1
81 4281 * * * * * * * * * * * * * * * * q:味が-薄くなった;f * 1
82 4291 * * * * * * * * * * * * * * * * * r:対応して頂いたのも-ありがたいですね。;f 1
#DRH
1 a1 b2 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
2 a1 b2 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
3 a1 b2 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
4 a1 b2 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
5 a2 b1 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
6 a2 b1 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
7 a2 b1 c2 d2 e1 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
8 a2 b1 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
9 a2 b1 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
10 a2 b1 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
11 a2 b1 c2 d2 e2 f2 g1 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
12 a2 b1 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
13 a2 b1 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
14 a2 b1 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
15 a2 b1 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
16 a2 b1 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
17 a2 b1 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
18 a2 b1 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
19 a2 b1 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
20 a2 b1 c2 d2 e2 f2 g1 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 0
21 a2 b2 c1 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
22 a2 b2 c2 d1 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
23 a2 b2 c2 d1 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
24 a2 b2 c2 d1 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
25 a2 b2 c2 d1 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
26 a2 b2 c2 d1 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
27 a2 b2 c2 d1 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 0
28 a2 b2 c2 d2 e1 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
29 a2 b2 c2 d2 e1 f2 g1 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
30 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
31 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
32 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
33 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
34 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
35 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
36 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
37 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
38 a2 b2 c2 d2 e2 f1 g1 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
39 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
40 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
41 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
42 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
43 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
44 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
45 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
46 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
47 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
48 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
49 a2 b2 c2 d2 e2 f1 g1 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
50 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 0
51 a2 b2 c2 d2 e2 f1 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 0
52 a2 b2 c2 d2 e2 f2 g1 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
53 a2 b2 c2 d2 e2 f2 g1 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
54 a2 b2 c2 d2 e2 f2 g1 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
55 a2 b2 c2 d2 e2 f2 g1 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
56 a2 b2 c2 d2 e2 f2 g1 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
57 a2 b2 c2 d2 e2 f2 g1 h2 i1 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
58 a2 b2 c2 d2 e2 f2 g1 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 0
59 a2 b2 c2 d2 e2 f2 g2 h1 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
60 a2 b2 c2 d2 e2 f2 g2 h1 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
61 a2 b2 c2 d2 e2 f2 g2 h1 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
62 a2 b2 c2 d2 e2 f2 g2 h1 i2 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
63 a2 b2 c2 d2 e2 f2 g2 h2 i1 j2 k2 l2 m2 n2 o2 p2 q2 r2 1
64 a2 b2 c2 d2 e2 f2 g2 h2 i2 j1 k2 l2 m2 n2 o2 p2 q2 r2 1
65 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
66 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
67 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
68 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
69 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
70 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
71 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
72 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
73 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
74 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
75 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k1 l2 m2 n2 o2 p2 q2 r2 1
76 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k2 l1 m2 n2 o2 p2 q2 r2 1
77 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m1 n2 o2 p2 q2 r2 1
78 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n1 o2 p2 q2 r2 1
79 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o1 p2 q2 r2 1
80 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p1 q2 r2 1
81 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q1 r2 1
82 a2 b2 c2 d2 e2 f2 g2 h2 i2 j2 k2 l2 m2 n2 o2 p2 q2 r1 1

#DR
DC:0
d1k1 CI=0.5000 [27]
b1g1k2 CI=0.5000 [20]

DC:1
d2f2g2 CI=2.2778 [1,2,3,4,5,6,8,9,10,12,13,14,15,16,18,21,28,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82]
f2g2k2 CI=1.8889 [1,2,3,4,5,6,8,9,10,12,13,14,15,16,18,21,22,23,24,25,28,59,60,61,62,63,64,76,77,78,79,80,81,82]
d2k1 CI=0.7778 [11,42,55,65,66,67,68,69,70,71,72,73,74,75]
b1g2 CI=0.7778 [5,6,7,8,9,10,12,13,14,15,16,17,18,19]
d1k2 CI=0.2778 [22,23,24,25,26]
e1 CI=0.1667 [7,28,29]
b1f1 CI=0.1667 [7,17,19]
i1 CI=0.1111 [57,63]
g1k1 CI=0.1111 [11,55]
r1 CI=0.0556 [82]
q1 CI=0.0556 [81]
p1 CI=0.0556 [80]
o1 CI=0.0556 [79]
n1 CI=0.0556 [78]
m1 CI=0.0556 [77]
l1 CI=0.0556 [76]
j1 CI=0.0556 [64]
f1k1 CI=0.0556 [42]
d1f1 CI=0.0556 [26]
c1 CI=0.0556 [21]
b1k1 CI=0.0556 [11]

#MATCHING
DC:0
a2-b1 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
a2-c2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
a2-d2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
a2-e2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
a2-f2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
a2-g1 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
a2-h2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
a2-i2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
a2-j2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
a2-k2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
a2-l2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
a2-m2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
a2-n2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
a2-o2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
a2-p2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
a2-q2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
a2-r2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
b1-c2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
b1-d2 j:0.6667 d:0.8000 c:1.0000 s:2.0000 kl:3.5236
b1-e2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
b1-f2 j:1.0000 d:1.0000 c:1.1547 s:2.0000 kl:3.9386
b1-g1 j:2.0000 d:1.3333 c:1.4142 s:2.0000 kl:4.5236
b1-h2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
b1-i2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
b1-j2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
b1-k2 j:0.6667 d:0.8000 c:1.0000 s:2.0000 kl:3.5236
b1-l2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
b1-m2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
b1-n2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
b1-o2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
b1-p2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
b1-q2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
b1-r2 j:0.5000 d:0.6667 c:0.8944 s:2.0000 kl:3.2016
c2-d2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
c2-e2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
c2-f2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
c2-g1 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
c2-h2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
c2-i2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
c2-j2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
c2-k2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
c2-l2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
c2-m2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
c2-n2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
c2-o2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
c2-p2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
c2-q2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
c2-r2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
d2-e2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
d2-f2 j:1.3333 d:1.1429 c:1.1547 s:1.3333 kl:2.9386
d2-g1 j:2.0000 d:1.3333 c:1.4142 s:2.0000 kl:3.5236
d2-h2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
d2-i2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
d2-j2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
d2-k2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.5236
d2-l2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
d2-m2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
d2-n2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
d2-o2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
d2-p2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
d2-q2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
d2-r2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
e2-f2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
e2-g1 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
e2-h2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
e2-i2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
e2-j2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
e2-k2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
e2-l2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
e2-m2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
e2-n2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
e2-o2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
e2-p2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
e2-q2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
e2-r2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
f2-g1 j:4.0000 d:1.6000 c:1.6330 s:2.0000 kl:3.9386
f2-h2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
f2-i2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
f2-j2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
f2-k2 j:1.3333 d:1.1429 c:1.1547 s:1.3333 kl:2.9386
f2-l2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
f2-m2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
f2-n2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
f2-o2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
f2-p2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
f2-q2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
f2-r2 j:3.0000 d:1.5000 c:1.5492 s:2.0000 kl:3.2016
g1-h2 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
g1-i2 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
g1-j2 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
g1-k2 j:2.0000 d:1.3333 c:1.4142 s:2.0000 kl:3.5236
g1-l2 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
g1-m2 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
g1-n2 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
g1-o2 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
g1-p2 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
g1-q2 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
g1-r2 j:1.3333 d:1.1429 c:1.2649 s:2.0000 kl:3.2016
h2-i2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
h2-j2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
h2-k2 j:8.0000 d:1.7778 c:1.7889 s:2.0000 kl:3.2016
h2-l2 j:1.0000 d:2.0000 c:2.0000 s:2.0000 kl:3.2016
