#ATTRS
安い a 1
良い b 2
無い c 2
旨い d 2
臭 e 0
多い f 0
美味しい g 0
すごい h 2
甘い i 0
強い j 1
物足りない k 1
嬉しい l 2
高い m 0
ありがたい n 2
欲しい o 2
薄い p 0
近い q 0
優しい r 2
面白い s 2
寂しい t 2
大きい u 0
速い v 0
少ない w 0
辛い x 2
長い y 0
うるさい z 0
軽い A 0

#INFOATTRS
1 2104 a:常備酒。-安いので、;f * * * * * * * * * * * * * * * * * * * * * * * * * * 1
2 2105 a:酒量販店よりも-安く、;f b:まとめ買いです。-良いですよね＾＾;f,物は-良いですよね＾＾;f,通販は-良いですよね＾＾;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
3 2219 a:値段が-安いから;f,酒屋店より はるかに-安いから;f * * * * * * * * * * * * * * * * * * * * * * * * * * 1
4 2292 a:ショップで-安く、;f * * * * * * * * * * * * * * * * * * * * * * * * * * 1
5 2331 a:酒屋さんで-安く、;f * * * * * * * * * * * * * * * * * * * * * * * * * * 1
6 2397 a:高めです。-安くて;f * * * * * g:赤兎馬は-美味しいが;f * * * * * * * * * * * * * * * * * * * * 1
7 2470 a:大満足してました。-安くな;f,酒屋でも-安くな;f * * * * * * * * * * * * * * * * * * * * * * * * * * 1
8 2508 a:対応も-安くて、;f,何より-安くて、;f * * * * * * * * * * * * * * * * * * * * * * * * * * 1
9 2555 a:値段の-安い;f * * * * * * * * * * * * * * * * * * * * * * * * * * 1
10 2574 a:お店より-安くしかも;f b:購入しました。-良くて;f,送料無料で-良くて;f,対応も-良くて;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
11 2769 a:赤兎馬が-安いので;f b:期待外れでした。-良い;f,本当に-良い;f * d:あまり-うまいとは;f * * * * * * * * * * * * * * * * * * * * * * * 0
12 2128 * b:赤兎馬は-良いですね。;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
13 2129 * b:紫も-いいですが、;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
14 2170 * b:口当たりが-良く、;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
15 2174 * b:香りの-よさは;p * * * * * * * * * * * * * * * * * * * * * * * * * 1
16 2177 * b:発注している。-良い;f,芋焼酎で-良い;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
17 2187 * b:ネット時代だからま、-いいか、という;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
18 2196 * b:飲み口の-良い、;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
19 2197 * b:飲み口も-よくて;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
20 2210 * b:方なのですが、-良いですね。;f,商品は-良いですね。;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
21 2211 * b:香りも-いいし、;f c:雑味が-ない･･、;f * * * g:焼酎の-美味しさは;f * * * * * * * * * * * * * * * * * * * * 1
22 2230 * b:人気なのが-よくわかりました。;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
23 2244 * b:切れ味の-良い、;f,後口の-良い;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
24 2245 * b:後口の-良さに;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
25 2248 * b:飲み口の-良い;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
26 2258 * b:のどごしの-よい;f * * * * g:方々からは、-おいしいね、;f * * * * * * * * * * * * * * * * * * * * 1
27 2267 * b:ことありますが-良くて、;f,香りが-良くて、;p * * * * g:焼酎が-おいしくて;f * * * * * * * * * * * * * * * * * * * * 1
28 2276 * b:香りの-よさは、;p * * * * * * * * * * m:非常に-気品高い;f * * * * * * * * * * * * * * 1
29 2281 * b:紫赤兎馬も-いいですが、;f * * * * g:値段ですが、-おいしいです。;f,こっちも-おいしい。;f * * * * * * * * * * * * * * * * * * * * 1
30 2296 * b:プレゼントしたところ、-良かったです。;f,人達だったので、-良かったです。;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
31 2306 * b:味は-よくわからないのですが、;f * * * * * * * * * * * * * * * r:その点でいうと、-優しいので、なんども;f,焼酎は-優しいので、なんども;f,通りが-優しいので、なんども;f,柔らかく-優しいので、なんども;f * * * * * * * * * 1
32 2319 * b:対応も-よかったです;f,非常に-よかったです;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
33 2357 * b:値段も-いいかな。;f,プレゼントにも-いいかな。;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
34 2377 * b:送料無料が-いいですよね！;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
35 2383 * b:匂いの-良さ。;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
36 2408 * b:３本セットで、-良いですね;f,送料無料は-良いですね;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
37 2424 * b:愛飲しています。-良いですよ。;f,送料無料なのも-良いですよ。;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
38 2448 * b:赤兎馬は-良いですし、;f,評判も-良いですし、;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
39 2455 * b:今では-いいなと;f,酒が-いいなと;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
40 2478 * b:大変喜ばれています。-よし．;f,味も-よし．;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
41 2542 * b:商品ですよ。-良かったです。;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
42 2544 * b:宣伝どおりの-良い;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
43 2551 * b:東北では、-よかったです。;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
44 2561 * b:喉越しが-良い;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
45 2563 * b:お土産で-良く、;f,評判が-良く、;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
46 2565 * b:評判の-良い;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
47 2577 * b:評判が-良かったので、;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
48 2586 * b:＊旨さ＊切れの-よさ等;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
49 2589 * b:お使い物にも-良しです、;f * * * * * * * * * * * * * * * * * * * * * * * * * 1
