#ATTRS
良い a 2
すごい b 2
美味しい c 0
高い d 0
無い e 2
旨い f 2
難しい g 2
欲しい h 2
甘い i 0
安い j 1
強い k 1
多い l 0
臭 m 0
弱い n 1
薄い o 0
速い p 0
嬉しい q 2
ありがたい r 2
上手く s 2
深い t 0
楽しい u 2
珍しい v 1
少ない w 0
遅い x 0
新しい y 0
若い z 0
まろやか A 2
もったいない B 1
大きい C 0
かっこいい D 2
易い E 2
古い F 0
重い G 0
遠い H 0
辛い I 2
柔らかい J 0
悪い K 2
優しい L 2
細く M 0
明るい N 0
悲しい O 2
近い P 0

#INFOATTRS
77 872 a:クレカOKだと-よかったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
78 880 a:味は-良かったです。;,まま。-良かったです。;,わりには-良かったです。;,商品は-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
79 881 a:購入できないので、-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
80 890 a:指定できて-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
81 906 a:プレゼントしてしまったので、-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
82 916 a:お酒は-よくわからないですが; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
83 923 a:レビューが-良かったし; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
84 924 a:梱包も-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
85 939 a:味も-良いと; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
86 947 a:対応が-良い; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
87 1004 a:まろやかで-よい;p,喉ごしの-よい; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
88 1013 a:評価が-いいし、; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
89 1023 a:内祝い。-よかったです。;,大変喜んでもらえたので-よかったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
90 1026 a:価格で-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
91 1031 a:焼酎は-良いので;,口当たりが-良いので;f * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
92 1056 a:まろやかで-良かったです。;,口当たりが-良かったです。;f * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
93 1057 a:対応で-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
94 1066 a:女性に-いいです。というより;,評判が-いいです。というより; * c:方が-美味しい♪と; * e:パンチが-無い; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
95 1067 a:芋の-良い; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
96 1093 a:贈答用には-良いかも; * * d:値段が-高いし、;n e:購入することは-無いと; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
97 1116 a:購入しましたが、-よかったです。;,きれいです-よかったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
98 1127 a:限定商品なので、-よかったです。;,大変でしたが、-よかったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
99 1141 a:送料安くなると-良いですね。; * * * * * * * * j:購入しました。-送料安くなると; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
100 1165 a:違うのか・・・-よかったので★四つ;,対応で-よかったので★四つ; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
101 1175 a:店より、-よかったです; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
102 1179 a:何よりも-よかったです。; * * * * * * * * * * * * * * p:商品到着が-早いのが; * * * * * * * * * * * * * * * * * * * * * * * * * * 1
103 1211 a:ロックは-いいね  でも; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
104 1218 a:今回購入できて-よかった; * * * * * g:酒屋ですと-難しいが、;,季節限定商品で-難しいが、;,購入が-難しいが、; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
105 1221 a:購入してみました。-良かったです。;,日には-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
106 1228 a:購入しました。-いいようで、;,評判が-いいようで、; * * * e:ため、-ないかと;,芋焼酎は-ないかと; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
107 1230 a:翌日は-良いでしょう。;,休日が-良いでしょう。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
108 1231 a:赤が-いいですね。; * c:安定した-おいしさで; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
109 1232 a:店舗も-よいですね。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
110 1255 a:購入しました。-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
111 1258 a:プレゼントすれば-よかった。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
112 1263 a:評判は-良かったです！; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
113 1277 a:咽喉越しが-良いと; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
114 1315 a:ゲットできて-よかった。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
115 1319 a:本当に-良い; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
116 1320 a:購入出来て-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
117 1326 a:購入でき-よかったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
118 1327 a:プレゼントしました、-良く、;,のど越しが-良く、; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
119 1396 a:女性も-良いと; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
120 1397 a:発送で-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
121 1415 a:購入出来て-良かった。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
122 1416 a:定番通りで、-よかったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
123 1443 a:納得です。-良いですね。; * * d:定価より-高くなっていますが; * * * * * j:水のようにのみ-やすいのが; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
124 1516 a:プレゼント。-よかった♪; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
125 1531 a:おいてくれました。-良く、;,黒よりも-良く、;,飲み口が-良く、; * * * e:機会が-ないのですが、;,くせが-ない; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
126 1556 a:大変対応の-良い; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
127 1567 a:友人に-良かったです。; * * d:購入。-高いですが; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
128 1568 a:手土産にも-いいかも; * c:のみやすくて-美味しいです; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
129 1585 a:晩酌が-いいっす。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
130 1609 a:方が-良いと; * * * * * * * * j:商品届き次第追加レビュー記載します。-安くなったようですね。;,---------------------追記---------------------価格が-安くなったようですね。;n * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
131 1613 a:お返しに、-よかったです☆ でも、; * * * * * * * * j:方が-安かったら…と; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
132 1620 a:お願いしたのですが、-よかったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
133 1640 a:対応が-良かったので、; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
134 1663 a:誕生日祝に!!-良かったです。;,赤霧が-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
135 1672 a:利用しましたが-良いのに、と;,サービスだと-良いのに、と; * * d:価格は-高めですが、; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
136 1683 a:入手出来て-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
137 1693 a:包装して頂いたのは-良かったんですが; * c:味については、-美味しいみたいです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
138 1765 a:赤霧島は、-良かったです。;,大変に-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
139 1766 a:友人たちに、-大変良かったです。; * * * * * * * * * * l:人が-多くおり; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
140 1780 a:発送到着手際の-よさ、; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
141 1782 a:応対も-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
142 1823 a:父の日が、-良かったです。;,お祝いにとっても-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
143 1830 a:飲み口が-よくて; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
144 1835 a:口当たりが-よくて、; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
145 1846 a:相手にも-良かった。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
146 1855 a:お酒ですので、-見つかりよかったです。;,価格で-見つかりよかったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
147 1882 a:利用しました。-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
148 1895 a:900mlだと、-いいですね！;,その点、-いいですね！;,一升瓶は-いいですね！; * * d:物ですが-高くて;,人気が-高くて; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
149 1905 a:2本購入。-よかったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
150 1915 a:スムーズで-よかったです。; * * * * f:電話くれました。-うまいぞーって。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
151 1934 a:お小遣いでも-いいから; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
152 1950 a:2本買って-おいて良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
153 1954 a:最高です。-良いと;,イモ焼酎は-良いと;,健康にも-良いと; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
154 1966 a:ファンですが、-大変よかったです;,店頭では-大変よかったです;,高額なので、-大変よかったです; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
155 1970 a:ファンですが、-大変よかったです。;,店頭では-大変よかったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
156 1973 a:飲み口の-良い; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
157 2008 a:飲み口が-良くて; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
158 2011 a:アマゾンならいつでも-いいです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
159 2016 a:咽喉越しが-良い; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
160 2048 a:納期も-よかったです。;,商品で-よかったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
161 2064 a:気持の-よい; * * * e:価格では-ないかと; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 0
162 2078 a:ことに-良かったです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
163 2085 a:赤霧が、-良かった; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
164 2101 a:感触が-いいですね。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
165 5 * b:香りが-素晴らしいです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
166 235 * b:噂通り-凄く; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
167 379 * b:発送して下さる-素晴らしい; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
168 584 * b:注文しました。-すごく、; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
169 740 * b:贈り物は、-すばらしいです。;,お願いしたいですね！-すばらしいです。;,発送も-すばらしいです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
170 956 * b:臭みが-らしいです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
171 1143 * b:追加注文です。-らしいです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
172 1563 * b:レアものなのに-すごーい！と; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
173 1702 * b:お味も、-らしいです。;,めちゃくちゃ、-らしいです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
174 1755 * b:私は、-らしいです。;,ブランデーみたいで、-らしいです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
175 9 * * c:大変満足してます-美味しくいただいてます; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
176 15 * * c:芋焼酎で-美味しい。;,味も-美味しい。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
177 52 * * c:相手が-おいしいと; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
178 61 * * c:購入しています。-おいしいようで、; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
179 102 * * c:主人が-美味しいと;,前から-美味しいと;,赤霧島は-美味しいと; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
180 109 * * c:赤霧島は、-美味しいですね。;,何度飲んでも-美味しいですね。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
181 114 * * c:安定した-美味しさです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
182 123 * * c:なかなかないんですよね~やっぱり-おいしいです！！; * * f:東北では-一番うまいと; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
183 137 * * c:赤霧島は、-美味しいです。; * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 1
